prior_pool_row,prior_candidate_id,decoded_selfies,decoded_smiles,canonical_smiles,is_rdkit_valid,selected_for_property_oracle,FractionCSP3,HBA,TPSA,cLogP,BertzCT,HeavyAtomCount,selfies_len_tokens,branch_token_count,ring_token_count,token_entropy
137,137,[N-1][=N+1][Branch2][Ring1][=C][O][C][C][N][Branch1][C][C][N][C][=C][C][Ring1][Ring2][N][Branch1][#C][C][=N][Ring1][=C][C][Branch1][C][O][C][=C][C][N][Branch1][C][C][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][C],[N-1]=[N+1](OCCN(C)N1C=CC12NC=N)CC=C2C=C,C=CC1=CC[N+](=[N-])OCCN(C)N2C=CC12NC=N,True,True,0.4166666666666667,4.0,76.9,0.6471700000000001,434.95466351341577,19.0,45.0,6.0,7.0,2.0950600554464476
138,138,[C][O][C][N][=C][Branch2][Ring1][#C][C][Branch1][C][C][N][N][=C][C][C][=Branch1][C][=O][C][Cl][=C][C][=C][C][=C][Branch1][C][Cl][C][=N][Ring1][#Branch1][C][=C][Ring1][N][=C][C][=C][Ring2][Ring1][Ring1][F][C],C1OCN=C(C(C)NN=CCC(=O)CCl)CC=C1F,CC(NN=CCC(=O)CCl)C1=NCOCC(F)=CC1,True,True,0.5833333333333334,5.0,63.05,1.8204999999999998,365.4995490565424,19.0,46.0,5.0,6.0,2.146860796094203
139,139,[C][C][S][C][=C][C][=Branch1][C][=O][C][=Branch1][C][=O][C][Ring1][O][C][=C][C][=Branch1][N][=C][C][=N][C][=C][Branch1][Ring1][C][=C][C][Ring1][=Branch2][=N][C][Branch1][C][Br][=C][Ring2][Ring1][=Branch2],C12CSC=CC(=O)C(=O)C1C=CC(=CC=NC=C(C=C)C)NC(Br)=C2,C=CC(C)=CN=CC=C1C=CC2C(=O)C(=O)C=CSCC2C=C(Br)N1,True,True,0.21052631578947367,5.0,58.53,4.057700000000003,713.1372703609896,25.0,42.0,7.0,5.0,2.082951329565076
140,140,[C][C@@H1][C][O][C][C][=C][Ring1][=Branch1][C][C][C][O][C][C][Branch1][C][C][=C][Branch1][=Branch2][C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=C][C][C][=Branch1][C][=O][C@H1][Ring1][=N][C],C[C@@H1]1COCC=C1CC2COCC(C3)=C(CC=CC=CC)C2CC(=O)[C@H1]3C,CC=CC=CCC1=C2COCC(CC3=CCOC[C@H]3C)C1CC(=O)[C@@H](C)C2,True,True,0.625,3.0,35.53,5.049800000000005,638.9494616147808,27.0,41.0,6.0,4.0,1.8036086410395673
141,141,[O][C][=N][C][Branch1][Branch2][C][C][Branch1][Ring1][C][=C][N][=N][C][Branch1][#Branch2][C][O][C][C][=C][C][Branch1][C][C][=C][N][=Ring1][=Branch1][=C][Ring1][#C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][Branch2][C][Ring2][Ring1][=Branch1][N],OC=NC(CC(C=C)N)=NC(COCC1=CCC)=CN1,C=CC(N)CC(N=CO)=NC1=CNC(=CCC)COC1,True,True,0.42857142857142855,4.0,92.23,1.6297,415.31926437868293,20.0,49.0,10.0,6.0,2.0942398082605838
142,142,[C][C@@H1][C][=N][C][C][N][Branch1][=Branch2][C][Branch1][C][C][N][Ring1][=Branch1][C][=C][Ring1][#Branch2][C][C][=C][Ring1][=C][C][Branch2][Ring1][=Branch1][C][C@@][Branch1][C][F][C][C@][Branch1][C][C][Branch1][C][O][C][=C][C][Branch1][C][C][=C][Ring1][=N][C][C],C[C@@H1]1C2=NC3CN(C(C)N3C)C2CC=C1C4(C[C@@](F)C[C@](C)(O)C=CC(C)=C4)CC,CCC1(C2=CCC3C(=NC4CN3C(C)N4C)[C@H]2C)C=C(C)C=C[C@@](C)(O)C[C](F)C1,True,True,0.68,4.0,39.07,4.640490000000004,786.8559515213417,30.0,53.0,11.0,5.0,2.0246280269589256
143,143,[C][C][C][C][C][Branch2][Ring1][C][C][N][C][C][Branch1][O][C][C][C][Branch1][C][F][C][=N][Ring1][=N][C][N][=C][Branch1][Branch2][C][=Ring1][#Branch1][C][=N][Ring2][Ring1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][C][=C][C][=C][Ring1][#Branch1][Ring1][S],C1CC2CC(CNCC(CCC(F)C=N2)C)N=C(CC=N1)C(C)C3C(=O)C=CC=C3,CC1CCC(F)C=NC2CCN=CCC(C(C)C3C=CC=CC3=O)=NC(CNC1)C2,True,True,0.6666666666666666,5.0,66.18,3.7951000000000024,697.549955182672,30.0,54.0,10.0,7.0,2.022296753881991
144,144,[N][N][=C][N][Branch2][Ring1][=Branch1][C][=C][C][S@@][=Branch1][C][=O][C][=C][C][Branch2][Ring1][#Branch1][O][Ring1][=Branch1][C][C][=C][S][C][Branch1][#Branch1][O][C][C][Branch1][C][F][C][=C][Ring1][#Branch2][C][=C][C][Branch1][Ring1][C][=N][Ring2][Ring1][Ring1],N1N=CN(C=CC[S@@]2(=O)C=CCO2)C1C=N,N=CC1NN=CN1C=CC[S@@]1(=O)C=CCO1,True,True,0.3333333333333333,6.0,77.78,0.06757000000000019,378.84249102171253,16.0,50.0,11.0,8.0,2.331241514294919
145,145,[C][C][O][N][Branch1][#Branch1][C][=Branch1][C][=O][N][C][=N][C][Branch1][C][C][=C][S][C][Ring1][=Branch1][C][=C][Ring1][O][C][=Branch1][C][=O][N][=C][Ring1][P][C][=C][Branch1][C][Br][C][=C][C][Branch1][=Branch2][C][=C][Ring1][Branch1][C][C][=C],CCON(C(=O)NC)N1C(C)=CSC1C=CC(=O)N=CC=C(Br)C2=CCC=C2CC=C,C=CCC1=CCC=C1C(Br)=CC=NC(=O)C=CC1SC=C(C)N1N(OCC)C(=O)NC,True,True,0.3181818181818182,5.0,74.24000000000001,4.995500000000005,846.469200207693,31.0,51.0,10.0,4.0,2.117662081578285
146,146,[C][C][Branch1][C][C][C][O][C][=C][C][C][=C][C][=Branch1][C][=N][C][C@H1][Branch1][C][N][C][=C][C][Branch1][=Branch2][N][C][=N][C][C][Ring1][=Branch1][N][=C][Ring1][#Branch2][C][=Branch1][C][=O][N][C][=C][Ring2][Ring1][C][=C][C][Branch1][#C][C][C][Ring2][Ring1][C][=O],CC(C)COC=CCC=CC(=N)C1[C@H1](N)C2=C3C(NC=NCCN)=C2C(=O)NC=C1CCCC3=O,CC(C)COC=CCC=CC(=N)C1C2=CNC(=O)C3=C(NC=NCCN)C(=C3[C@H]1N)C(=O)CCC2,True,True,0.46153846153846156,7.0,155.67999999999998,1.9898700000000007,994.6385287573657,35.0,57.0,9.0,6.0,2.020021360468304
147,147,[C][C@H1][Branch1][C][C][Branch1][Ring1][C][=O][C][Branch2][Ring2][Branch1][C][=C][C][N][=C][C][C][Branch2][Ring1][C][N][O][C][=C][Branch1][C][F][C][=C][Branch1][C][C][=C][N][C][=C][Ring1][#Branch1][C][=C][Ring1][P],C=[C@H1]C,C=CC,True,True,0.3333333333333333,0.0,0.0,1.1923,7.5097750043269365,3.0,45.0,8.0,5.0,2.027540353634383
148,148,[O][=C][C][Branch1][C][O][C][C][=Branch1][C][=O][N][C][=N][C][Branch1][#Branch2][C][=C][C][=C][C][Branch1][C][O][=C][C][Ring1][#Branch1][=S][=C][Ring1][N][C][=C][C][=C][Branch1][O][C][C][C][=C][C][=C][Ring2][Ring1][#Branch2][N],O=CC(O)CC(=O)NC=NC(C=C1C=CC(O)=C)C1=S=CC=CC=CCCC=CC=CN,C=C(O)C=CC1=CC(N=CNC(=O)CC(O)C=O)C1=S=CC=CC=CCCC=CC=CN,True,True,0.20833333333333334,6.0,125.00999999999999,2.6463,895.684982043425,32.0,49.0,8.0,4.0,2.037329771166859
149,149,[C][C@H1][Branch1][O][N][C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][N][C][O][C][Ring1][Branch2][Branch1][C][O][C][Branch1][=N][N][Branch1][C][C][O][C][C][C][=C][C][Ring1][N][C][=C][C][Ring1][#Branch1][F],C[C@H1](N1CC=C(Br)C=C1)NCOC(O)C(N(C)OCC2C=CC)C=CC2F,CC=CC1CON(C)C(C(O)OCN[C@H](C)N2C=CC(Br)=CC2)C=CC1F,True,True,0.5789473684210527,6.0,57.2,2.6548000000000007,546.3856189774724,27.0,45.0,8.0,4.0,2.0337998108777793
150,150,[C][N][C][C][C][=C][C][=C][Branch1][#Branch2][C][N][=C][C][=C][Ring1][=Branch1][Ring1][Branch1][=N][O][C][Ring1][Branch1][N][C][=Ring1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][C],CNCCC=CC=C(C1N=CC2=C1)NOC2NCC3=CC=CN=C3C,CNCCC=CC=C1NOC(NCc2cccnc2C)C2=CC1N=C2,True,True,0.3684210526315789,6.0,70.57000000000001,1.7695199999999995,683.7447910376815,25.0,37.0,7.0,5.0,2.0105736705651287
151,151,[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch2][C][Ring1][C][=C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Ring1][=Branch1][N][C][=C][Ring1][=N][O][C][C][=C][Branch1][C][F][C][=C][C][Branch2][Ring1][C][Cl],CCOC(=O)C=CC=C(C1=CCC=O)NC=CC=CNC=C1OCC=C(F)C=CCCl,CCOC(=O)C=CC=C1NC=CC=CNC=C(OCC=C(F)C=CCCl)C1=CCC=O,True,True,0.21739130434782608,6.0,76.66000000000001,4.231600000000003,796.9763750353876,31.0,48.0,7.0,4.0,1.9766933117520167
152,152,[C][C][C][C][=C][C][O][C@@H1][Ring1][Branch1][C][C@H1][Branch1][C][O][C][C][N][Ring1][#Branch2][C][=C][Ring1][Branch1][O][C][=C][C][Branch1][C][C][=C][C][=C][Ring1][=Branch1][Cl][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][S][Ring2][Ring1][Ring2],CCCC1=C2CO[C@@H1]1C[C@H1](O)C3CN2C=C3OC=C4C(C)=CC=C4Cl,CCCC1=C2CO[C@@H]1C[C@H](O)C1CN2C=C1OC=C1C(C)=CC=C1Cl,True,True,0.5,4.0,41.93000000000001,3.9603000000000037,686.3203424879727,25.0,51.0,7.0,8.0,1.9704519972501777
153,153,[C][N][C][=C][N][Branch2][Ring1][Branch1][C][=Branch1][C][=O][C][=Branch1][C][=O][O][C][=C][C][=C][Branch1][=C][O][C][=Branch1][C][=O][O][C][Branch1][C][Br][=C][C][Branch1][#Branch2][N][C][=C][C][Branch1][C][C][=C][C][=Ring1][Branch2][Ring1][=N][=C][Ring2][Ring1][O],C1NC=CN1C(=O)C(=O)OC=CC=COC(=O)OC(Br)=CCNC=CC(C)=CC,CC=C(C)C=CNCC=C(Br)OC(=O)OC=CC=COC(=O)C(=O)N1C=CNC1,True,True,0.21052631578947367,8.0,106.2,2.876500000000001,728.0,29.0,54.0,11.0,5.0,2.1959426982798873
154,154,[C][O][C][=C][C][Branch2][Ring1][Branch1][C][=C][/C][=C][Branch2][Ring1][=Branch1][C][=C][C][=Branch1][C][=O][S][C][=C][Ring1][N][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][F][=C][Ring1][#Branch2][C][=C][Ring2][Ring1][C][=C][Branch1][C][O][C][C][Ring1],COC=CC(C=C1/C=CC=CC(=O)SC=CC(=O)C(C)F)=CC=C1C(O)C=C,C=CC(O)c1ccc(C=COC)cc1C=CC=CC(=O)SC=CC(=O)C(C)F,True,True,0.18181818181818182,5.0,63.60000000000001,4.793100000000004,778.2563794508654,28.0,52.0,10.0,7.0,2.098737427296563
155,155,[F][C][C][=N][C][Branch1][#C][C][C][=C][C][Branch1][Branch2][C][=Branch1][C][=O][O][Ring1][#Branch2][C][C][=N][O][C][Branch1][C][C][=C][Ring1][=C][C][=N][C@][Branch1][C][Br][Branch1][C][F][C][=C][Ring1][=Branch1],FCC1=NC(C2C=CC(C(=O)O1)C)C=NOC(C)=C2C=N[C@](Br)(F)C=C,C=C[C@](F)(Br)N=CC1=C(C)ON=CC2N=C(CF)OC(=O)C(C)C=CC12,True,True,0.4117647058823529,6.0,72.61,3.6533000000000033,687.549955182672,26.0,44.0,9.0,3.0,2.1362907550324874
156,156,[C][C][=Branch1][Ring1][=C][O][C][=Branch1][C][=O][C][=C][Branch1][C][F][C][=C][Branch1][Ring1][C][C][=C][C][=C][N][Branch1][C][C][=Branch1][C][=O][N][C][=C][Branch1][#Branch1][C][=Branch1][C][=O][N][=C][Branch1][=Branch2][C][C][=C][C][=C][Ring1][S][C][Ring2][Ring1][=Branch1][=C][Ring2][Ring1][#Branch2],CC(=CO)C(=O)C=C(F)C=C(CC)CC=CN(C)C=O,CCC(=CC(F)=CC(=O)C(C)=CO)CC=CN(C)C=O,True,True,0.3333333333333333,3.0,57.61,3.1991000000000014,438.6587689043804,20.0,59.0,13.0,7.0,2.127367389996222
157,157,[C][C][C][S][C][Branch1][N][C][=N][C][O][C][Ring1][=Branch1][=C][Ring1][=C][C][=C][C][=C][Branch1][C][F][C][=C][Branch1][Branch2][C][=N][C][Ring1][N][=Ring1][=Branch2][C][=C][O][C][=C][Ring2][Ring1][Ring1][F],C1CCSC(C=NC2OC3=C1C)=C4C=C(F)C=C(C=NC34)C=COC=C2F,CC1=C2OC3N=CC(=C4C=C(F)C=C(C=COC=C3F)C=NC42)SCCC1,True,True,0.3,5.0,43.18000000000001,5.056200000000003,857.7143855964829,27.0,44.0,6.0,7.0,2.16759127181429
158,158,[O][=C][Branch1][=C][=N][C][=C][C][=C][C][=C][C][N][=C][Ring1][=C][C][=C][Branch1][C][O][N][=C][C][=C][Branch1][Branch2][C][=Branch1][C][=O][N][Branch1][=Branch1][C][Branch1][C][O][=O][C][=C][Ring1][=C][C][C][Branch1][=C][O][C][=C][C][=C][Ring1][Branch1][=C][Ring2][Ring1][=Branch1],O=C(NC=CC=CC=CCN=CC)C1(O)N=CC=C(C(=O)NC(O)=O)C=C1CCOC=CC=CC,CC=CC=COCCC1=CC(C(=O)NC(=O)O)=CC=NC1(O)C(=O)NC=CC=CC=CCN=CC,True,True,0.24,7.0,149.68,2.735900000000001,975.055700467309,35.0,58.0,11.0,5.0,1.9671234736990424
159,159,[C][C][=C][C][=C][C][=C][Branch2][Ring1][=C][S][C][=Branch1][C][=O][C][C][N][Branch1][C][C][S][C][=C][Ring1][=C][C][Branch1][C][C][=C][Ring1][#Branch2][C][=C][Ring2][Ring1][Ring2][C][=C][N][Ring1][=Branch1][C][Branch1][C][C][=N],CC=C1C2=CC=C(SC(=O)C3CN(C)SC=C2C(C)=C3C=C1C)CNC(C)=N,CC=C1C(C)=CC2=C(C)C3=CSN(C)CC2C(=O)SC(CNC(C)=N)=CC=C13,True,True,0.36363636363636365,5.0,56.190000000000005,4.973270000000005,872.9990981130846,28.0,48.0,7.0,7.0,1.941876726057
160,160,[N][#C][C][=C][C][Branch1][C][C][=C][Ring1][Branch2][C][N][C][Branch1][C][C][=C][Ring1][=N][=C][C][=C][Branch1][Ring1][S][C][=C][C][N][C][Ring1][=Branch2][=O][C][C][C][Ring1][#C][C][=C][C][=C][Ring2][Ring1][Branch2][O][C],N#CC=CC(C)=CCNC(C)=CC1C=C(SC)CCNC1=O,CSC1=CC(C=C(C)NCC=C(C)C=CC#N)C(=O)NCC1,True,True,0.4117647058823529,4.0,64.92,2.8888800000000003,528.8758439731455,22.0,48.0,6.0,7.0,2.0216792766331744
161,161,[C][=Branch1][C][=O][N][=C][C][Branch1][C][C][=Branch1][C][=O][C@@H1][C][C][=C][Branch1][C][I][C][Branch1][#Branch1][C][=N][Ring1][Branch2][=C][C][=N][Ring1][#Branch2][C][C][Branch1][C][C][=C][C][Ring2][Ring1][=Branch2][C][C],C(=O)N=CC(C)(O1)[C@@H1]2CC=C(I)C(C=N2)=N1,CC1(C=NC=O)ON=C2C=N[C@H]1CC=C2I,True,True,0.4,4.0,63.379999999999995,1.5205000000000002,403.75424759098905,16.0,44.0,10.0,4.0,2.091248373861773
162,162,[N][C][=C][C][=C][C][=C][Ring1][=N][C][=N][C][Branch1][C][C][O][Branch2][Ring1][#Branch1][N][C][=Ring1][O][N][C][=Branch1][Ring2][=N][C][C][Ring1][=Branch1][C][=C][S][C][Ring1][=Branch1],N1C=CC=CC2=C1C=NC(C)O2,CC1N=CC2=C(C=CC=CN2)O1,True,True,0.2222222222222222,3.0,33.620000000000005,1.3181,287.16017124398627,12.0,38.0,6.0,6.0,2.171572962487123
163,163,[C][C@@H1][C][=C][Branch2][Ring1][C][O][C][=Branch1][C][=O][N][C][=C][NH1][C][=C][C][Ring1][=Branch1][=O][C][C][C][=C][Ring1][P][Cl][C][C][=C][Branch1][C][C][C][Ring1][=Branch1][C][C][Branch1][C][C][C][N],C1[C@@H1]C=C(OC(=O)NC2=C[NH1]C=CC2=O)C=C1Cl,O=C(Nc1c[nH]ccc1=O)OC1=C[CH]CC(Cl)=C1,True,True,0.08333333333333333,3.0,71.19,2.5379900000000006,549.4010844485961,18.0,45.0,6.0,4.0,1.918172308699076
164,164,[O][=C][N][C][C][S][C][=C][Branch1][Branch2][C][=Branch1][C][=S][C][Ring1][O][=O][=C][C][=Branch1][Branch1][=N][C][C][Ring1][#Branch1][C][F],O=CNCCSC=C(C(=S)C1)OCC(=NCC1)CF,O=CNCCSC=C1OCC(CF)=NCCCC1=S,True,True,0.5833333333333334,5.0,50.69,1.8978,341.0498111861476,19.0,29.0,6.0,2.0,2.2684384079028757
165,165,[C][=C][C][=Branch1][C][=O][N][C][=C][Branch1][C][Cl][C][=C][C][C][=Branch1][#Branch2][=C][C][Branch1][C][F][C][=N][C][Branch1][C][S][Ring1][Ring1][C][C][N][=C][C][Ring1][=N][C][=Branch1][C][=O][C][=C][Ring1][Ring1][C],C=CC(=O)NC=C(Cl)C=C1CC1=CC(F)C=NCS,C=CC(=O)NC=C(Cl)C=C1CC1=CC(F)C=NCS,True,True,0.23076923076923078,3.0,41.46,2.921500000000002,452.4299824400822,19.0,47.0,7.0,5.0,1.9466806088592716
166,166,[O][=C][C][=Branch1][C][=O][C][=C][C][O][C][Branch2][Ring1][Ring1][C][=Branch1][C][=O][N][C][=C][C][Branch1][#Branch2][C][=N][C][C][O][C][=C][Ring1][=Branch1][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][#Branch2][N][C][C],O=CC(=O)C=C1COC(C(=O)NC=CCC=NCCOC=C)C=CC(Cl)=CC=CC=C1NCC,C=COCCN=CCC=CNC(=O)C1C=CC(Cl)=CC=CC=C(NCC)C(=CC(=O)C=O)CO1,True,True,0.28,7.0,106.09,3.059000000000001,872.9990981130846,34.0,53.0,9.0,7.0,2.0765210931224556
167,167,[C][#C][C][C][=C][O][C][=Branch1][C][=O][N][C][C][Ring1][=Branch1][C][=C][Branch1][S][C][=C][C][C][Branch1][=Branch1][C][Branch1][C][O][C][C][Ring1][=Branch2][C][C][=Branch1][C][=O][C][=C][Ring1][S][F],C#CCC=COC(=O)NCC1C=C(C=CCC(C(O)C)CC)C(=O)C=C1F,C#CCC=COC(=O)NCC1C=C(C=CCC(CC)C(C)O)C(=O)C=C1F,True,True,0.42857142857142855,4.0,75.63,3.5816000000000026,654.6421048203703,27.0,43.0,8.0,3.0,1.9522407596821711
168,168,[C][C][=Branch1][C][=O][C][Branch1][N][C][=C][C][Branch1][=Branch1][C][=C][O][C][=O][C][Ring1][=Branch1][C][Branch1][C][N][C][=C][C][#N][=C][Branch1][C],C1C(=O)C1(C=CC(C=COC=O)C)C(N)C=CC#N,CC(C=COC=O)C=CC1(C(N)C=CC#N)CC1=O,True,True,0.35714285714285715,5.0,93.18,1.2316799999999999,452.9202074357553,19.0,32.0,7.0,1.0,1.77493643118045
169,169,[C][N][NH1][N][=C][Branch2][Ring1][C][C][C][N][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][=C][C][Branch1][O][C][=C][Ring1][O][C][=Branch1][C][=O][O][C][Ring2][Ring1][C][=O][C][Ring2][Ring1][C],C1N[NH1]N=C(CC2NC3=C4C=C2C(F)(F)F)CC1(C=C4C(=O)OC)OC3,COC(=O)C1=CC23CNNN=C(CC4NC(=C1C=C4C(F)(F)F)CO2)C3,True,True,0.5,7.0,83.98000000000002,0.8269999999999993,743.3980406893721,26.0,47.0,6.0,7.0,2.1139510799935977
170,170,[C][C][O][C][=Branch1][C][=O][Branch2][Ring1][C][C][Branch1][S][N][Branch1][=Branch1][O][C][=C][=O][=C][C][=C][Branch1][=C][C][=N][Ring1][Branch2][C][O][C][=C][Branch1][C][C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Ring2][S][C][Branch1][C][C][=N][Ring2][Ring1][Ring1],CCOC=O,CCOC=O,True,True,0.6666666666666666,2.0,26.3,0.17930000000000001,21.219280948873624,5.0,55.0,11.0,7.0,2.1000465515461437
171,171,[C][C][=C][C][=N][C][=C][Branch1][C][F][C][=C][C][=Branch1][C][=O][N][C][=N][C][Branch1][Branch2][C][=N][C][Branch1][C][C][=C][Branch1][O][C][=C][Ring1][=Branch1][C][C][S][C][=Ring1][N][C][C][Ring2][Ring1][#Branch1][=O][C][=C][Ring2][Ring1][=N],CC=CC=NC=C(F)C=CC(=O)NC=NC(C=NC(C)=C)(C=CCCSC)CC=O,C=C(C)N=CC(C=CCCSC)(CC=O)N=CNC(=O)C=CC(F)=CN=CC=CC,True,True,0.3181818181818182,6.0,83.25,4.386400000000004,728.0000000000002,30.0,52.0,8.0,6.0,2.131688003062134
172,172,[C][C][O][C][=N][N][Branch2][Ring2][Ring1][C][Branch1][C][F][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][Branch2][C][F][O][=C][C][=C][Ring1][Ring2][C][=Ring1][#Branch2],CCOC=NNC(F)=CC=CC(Cl)=CCF,CCOC=NNC(F)=CC=CC(Cl)=CCF,True,True,0.3,3.0,33.62,3.0151000000000012,274.41343573651113,16.0,34.0,5.0,6.0,2.2130856353645045
173,173,[N][#C][C][=C][Branch1][C][F][C][=Branch1][C][=O][N][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][N][=C][C][Ring1][=Branch2][Branch1][C][F][=C][C][=C][Branch1][Ring1][C][#N][C][=C][C][=C][Ring1][=Branch2],N#CC=C(F)C(=O)NC(=O)OCC(=O)N=CC(F)C1C=C(C#N)C=CC=C1,N#CC=C(F)C(=O)NC(=O)OCC(=O)N=CC(F)C1C=CC=CC(C#N)=C1,True,True,0.17647058823529413,6.0,132.41000000000003,1.7438599999999997,803.0800723636416,27.0,43.0,8.0,3.0,2.1188028393176808
174,174,[C][O][N][=C][C][Branch2][Ring1][=N][C][=C][Branch1][=Branch1][C][C][=C][C][Branch1][C][N][Branch1][C][O][Ring1][=Branch2][C][Ring1][#Branch2][Cl][C][Branch1][C][Br][F][C][Ring1][=C],CON=CCC1=C(CC=CCN)CO1,CON=CCC1=C(CC=CCN)CO1,True,True,0.5,4.0,56.84,1.198,214.76392511682732,14.0,36.0,8.0,4.0,2.2161022480912633
175,175,[C][C][C][=C][Branch1][#Branch2][C][=Branch1][C][=O][C][Branch1][C][S][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][Ring1][=N],CCC=C(C(=O)C(S)C)CC(=O)NC=CC=C,C=CC=CNC(=O)CC(=CCC)C(=O)C(C)S,True,True,0.38461538461538464,3.0,46.17,2.416200000000001,323.94747320502313,17.0,29.0,6.0,2.0,1.8907862716657995
176,176,[C][O][C][=C][C][=C][C][N][=C][Branch1][C][F][C][Branch1][N][C][C][Branch1][=Branch2][C][C][=Branch1][C][=O][N][C][C][Ring1][=Branch1][=C][Ring1][=N][F][C][=C][Branch1][C][C][C][N][C][=C][Ring2][Ring1][Branch1],COC=CC=C1CN=C(F)C1(CCCC(=O)NCC)CF,CCNC(=O)CCCC1(CF)C(=CC=COC)CN=C1F,True,True,0.6,3.0,50.69,2.716800000000001,419.319264378683,21.0,45.0,8.0,4.0,1.9747060219393535
177,177,[C][C][C][Branch1][C][S][C][C][C][=C][\N][C][C][N][=C][Branch2][Ring1][#Branch1][C@][Branch1][=Branch1][C][=Branch1][C][=O][O][Branch1][C][C][=Branch1][C][=O][C][/C][=C][/O][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][Branch1][C][C][=C][C@@H1][Ring2][Ring1][C][Ring1][Branch2][C][=C][C][=C][Ring2][Ring1][O],CCC(S)CCC=C\NCCN=C([C@](C(=O)O)(C)C=O)C=O,CCC(S)CCC=CNCCN=C(C=O)[C@](C)(C=O)C(=O)O,True,True,0.6,6.0,95.82999999999998,1.508,407.7542475909891,22.0,63.0,12.0,7.0,2.206577571153851
178,178,[C][C][N][C][=Branch1][C][=O][C][Branch1][S][C][=C][C][Branch1][C][O][=C][C][Branch1][Ring1][O][C][N][=C][C][C][=C][Ring1][Branch1][C][Branch1][C][F][=N][C][Branch1][C][O][=C][Ring1][#C][C],CCNC(=O)C(C=CC(O)=C1C(OC)N=CC)C=CC(F)=NC(O)=C1C,CC=NC(OC)C1=C(O)C=CC(C(=O)NCC)C=CC(F)=NC(O)=C1C,True,True,0.3888888888888889,6.0,103.51,2.897500000000001,670.8268714730222,26.0,42.0,7.0,3.0,1.9533757773399625
179,179,[C][O][C][=Branch1][C][=O][N][C][=C][C][Branch1][C][F][Branch1][C][F][C][=C][C][Branch2][Ring1][C][C][=C][Ring1][=Branch1][C][=C][C][C][=Branch1][C][=O][C][C][=C][C][Branch1][C][F][C][Branch1][C][F][=C][Ring1][#Branch1][Br],COC(=O)NC=CC(F)(F)C=CC(C=CC=CCC(=O)CC1=CCF)C(F)=C1Br,COC(=O)NC=CC(F)(F)C=CC1C=CC=CCC(=O)CC(=CCF)C(Br)=C1F,True,True,0.3,3.0,55.4,5.611000000000004,740.9078156936993,29.0,48.0,9.0,3.0,1.9179957819568938
180,180,[C][=C][Branch1][C][C][Branch2][Ring1][O][C][=N][C@@H1][Branch1][Ring1][C][Cl][P][=Branch1][C][=O][=Branch1][C][=O][C][O][C][=C][Ring1][N][N+1][C][=N][C][=Ring1][Branch1][/C][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1],C#CC,C#CC,True,True,0.3333333333333333,0.0,0.0,0.6395,21.509775004326936,3.0,43.0,8.0,6.0,2.477822130778972
181,181,[N][=C][C][=Branch1][C][=O][C][=Branch1][C][=O][C][=C][Branch2][Ring1][C][C][=C][Branch1][C][F][C][=N][C][=C][Branch1][C][C][Cl][C][=C][Ring1][Branch2][N][Branch1][C][C][Cl][C][=Branch1][C][=O][C][=C][Branch1][#Branch1][C][N][Ring2][Ring1][C][O][=C][Ring2][Ring1][=Branch2],N=CC(=O)C(=O)C=C(C=C(F)C=NC=C(C)Cl)N(C)Cl,CC(Cl)=CN=CC(F)=CC(=CC(=O)C(=O)C=N)N(C)Cl,True,True,0.16666666666666666,5.0,73.58999999999999,2.767970000000001,484.131352057698,20.0,55.0,11.0,6.0,2.2132829109634025
182,182,[C][C][Branch1][C][C][C][=N][C][=C][C][Branch1][N][C][=C][C][=Branch1][C][=O][N][C][=C][C][=N][Ring1][=Branch1][C][C][C@][Ring1][=C][C][C][Branch1][O][C][=Branch1][C][=O][C][Branch1][C][C][=C][Ring1][=Branch1][N][=C][Ring2][Ring1][=Branch1],CC(C1)C=NC=C2C1(C=CC(=O)NC=CC=N)CC[C@]2CC3(C(=O)C(C)=C3)N=C,C=NC1(C[C]2CCC3(C=CC(=O)NC=CC=N)CC(C)C=NC=C23)C=C(C)C1=O,True,True,0.391304347826087,5.0,94.74,3.5297600000000022,852.4692002076928,29.0,50.0,9.0,5.0,1.914193044489467
