prior_candidate_id,decoded_selfies,decoded_smiles,canonical_smiles,is_rdkit_valid,selected_for_property_oracle
172,[C][C][O][C][=N][N][Branch2][Ring2][Ring1][C][Branch1][C][F][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][Branch2][C][F][O][=C][C][=C][Ring1][Ring2][C][=Ring1][#Branch2],CCOC=NNC(F)=CC=CC(Cl)=CCF,CCOC=NNC(F)=CC=CC(Cl)=CCF,True,True
173,[N][#C][C][=C][Branch1][C][F][C][=Branch1][C][=O][N][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][N][=C][C][Ring1][=Branch2][Branch1][C][F][=C][C][=C][Branch1][Ring1][C][#N][C][=C][C][=C][Ring1][=Branch2],N#CC=C(F)C(=O)NC(=O)OCC(=O)N=CC(F)C1C=C(C#N)C=CC=C1,N#CC=C(F)C(=O)NC(=O)OCC(=O)N=CC(F)C1C=CC=CC(C#N)=C1,True,True
174,[C][O][N][=C][C][Branch2][Ring1][=N][C][=C][Branch1][=Branch1][C][C][=C][C][Branch1][C][N][Branch1][C][O][Ring1][=Branch2][C][Ring1][#Branch2][Cl][C][Branch1][C][Br][F][C][Ring1][=C],CON=CCC1=C(CC=CCN)CO1,CON=CCC1=C(CC=CCN)CO1,True,True
175,[C][C][C][=C][Branch1][#Branch2][C][=Branch1][C][=O][C][Branch1][C][S][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][Ring1][=N],CCC=C(C(=O)C(S)C)CC(=O)NC=CC=C,C=CC=CNC(=O)CC(=CCC)C(=O)C(C)S,True,True
176,[C][O][C][=C][C][=C][C][N][=C][Branch1][C][F][C][Branch1][N][C][C][Branch1][=Branch2][C][C][=Branch1][C][=O][N][C][C][Ring1][=Branch1][=C][Ring1][=N][F][C][=C][Branch1][C][C][C][N][C][=C][Ring2][Ring1][Branch1],COC=CC=C1CN=C(F)C1(CCCC(=O)NCC)CF,CCNC(=O)CCCC1(CF)C(=CC=COC)CN=C1F,True,True
177,[C][C][C][Branch1][C][S][C][C][C][=C][\N][C][C][N][=C][Branch2][Ring1][#Branch1][C@][Branch1][=Branch1][C][=Branch1][C][=O][O][Branch1][C][C][=Branch1][C][=O][C][/C][=C][/O][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][Branch1][C][C][=C][C@@H1][Ring2][Ring1][C][Ring1][Branch2][C][=C][C][=C][Ring2][Ring1][O],CCC(S)CCC=C\NCCN=C([C@](C(=O)O)(C)C=O)C=O,CCC(S)CCC=CNCCN=C(C=O)[C@](C)(C=O)C(=O)O,True,True
178,[C][C][N][C][=Branch1][C][=O][C][Branch1][S][C][=C][C][Branch1][C][O][=C][C][Branch1][Ring1][O][C][N][=C][C][C][=C][Ring1][Branch1][C][Branch1][C][F][=N][C][Branch1][C][O][=C][Ring1][#C][C],CCNC(=O)C(C=CC(O)=C1C(OC)N=CC)C=CC(F)=NC(O)=C1C,CC=NC(OC)C1=C(O)C=CC(C(=O)NCC)C=CC(F)=NC(O)=C1C,True,True
179,[C][O][C][=Branch1][C][=O][N][C][=C][C][Branch1][C][F][Branch1][C][F][C][=C][C][Branch2][Ring1][C][C][=C][Ring1][=Branch1][C][=C][C][C][=Branch1][C][=O][C][C][=C][C][Branch1][C][F][C][Branch1][C][F][=C][Ring1][#Branch1][Br],COC(=O)NC=CC(F)(F)C=CC(C=CC=CCC(=O)CC1=CCF)C(F)=C1Br,COC(=O)NC=CC(F)(F)C=CC1C=CC=CCC(=O)CC(=CCF)C(Br)=C1F,True,True
180,[C][=C][Branch1][C][C][Branch2][Ring1][O][C][=N][C@@H1][Branch1][Ring1][C][Cl][P][=Branch1][C][=O][=Branch1][C][=O][C][O][C][=C][Ring1][N][N+1][C][=N][C][=Ring1][Branch1][/C][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1],C#CC,C#CC,True,True
181,[N][=C][C][=Branch1][C][=O][C][=Branch1][C][=O][C][=C][Branch2][Ring1][C][C][=C][Branch1][C][F][C][=N][C][=C][Branch1][C][C][Cl][C][=C][Ring1][Branch2][N][Branch1][C][C][Cl][C][=Branch1][C][=O][C][=C][Branch1][#Branch1][C][N][Ring2][Ring1][C][O][=C][Ring2][Ring1][=Branch2],N=CC(=O)C(=O)C=C(C=C(F)C=NC=C(C)Cl)N(C)Cl,CC(Cl)=CN=CC(F)=CC(=CC(=O)C(=O)C=N)N(C)Cl,True,True
182,[C][C][Branch1][C][C][C][=N][C][=C][C][Branch1][N][C][=C][C][=Branch1][C][=O][N][C][=C][C][=N][Ring1][=Branch1][C][C][C@][Ring1][=C][C][C][Branch1][O][C][=Branch1][C][=O][C][Branch1][C][C][=C][Ring1][=Branch1][N][=C][Ring2][Ring1][=Branch1],CC(C1)C=NC=C2C1(C=CC(=O)NC=CC=N)CC[C@]2CC3(C(=O)C(C)=C3)N=C,C=NC1(C[C]2CCC3(C=CC(=O)NC=CC=N)CC(C)C=NC=C23)C=C(C)C1=O,True,True
183,[C][O][C][C][=Branch1][C][=O][S][=Branch1][C][=O][C][=C][O][C][=C][Ring1][N][Branch1][C][N][C][=Branch1][C][=O][C][=C][N][Branch1][C][C][O][C][Ring1][=N],C1OCC(=O)S(=O)C=COC=C1CNC(=O)C=CN(C)OC,CON(C)C=CC(=O)NCC1=COC=CS(=O)C(=O)COC1,True,True
184,[C][O][C][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][O][C][=C][Branch2][Ring1][=C][O][C][Branch1][=C][C][=N][N][C][C][C][Ring1][=Branch2][C][Cl][N][=C][C][=C][C][=C][Ring1][#C][C][=Ring1][=Branch1],COC[C@H1](C(C)C)OC1=C2OC(C=NNCCC2C=3Cl)=CC=C1C=3,COC[C@@H](OC1=C2OC3=CC=C1C=C(Cl)C2CCNN=C3)C(C)C,True,True
185,[C][=C][C][Branch1][C][C][=C][C][=Branch1][C][=O][N][C][Branch1][C][C][O][C][=C][Ring1][=Branch2][=C][C][Ring1][=N][N][C][Ring2][Ring1][=Branch1],C1=CC(C)=C2C(=O)NC(C)OC=C2CCNC1,CC1=C2C(=O)NC(C)OC=C2CCNCC=C1,True,True
186,[C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][C][=C][C][Branch1][Ring1][C][C][=C][Ring1][Branch2][=C][Branch1][C][Cl][O],CCNC(=O)C=CC=C1CC=CC(CC)=C1C(Cl)O,CCNC(=O)C=CC=C1CC=CC(CC)=C1C(O)Cl,True,True
187,[C][=C][O][C][=Branch1][C][=O][/C][=C][Ring1][Branch1][C][=C][C][=C][C][=C][Branch1][S][C][C][Branch1][=Branch2][C][C][=Branch1][C][=O][N][Branch1][C][C][/C][=C][C][=C][C][=N][Ring1][N][C][=C][Ring1][=Branch1][O][C][Branch1][C][Cl][=C][C][O][Ring1][N],C=COC(=O)/C=CC=CC=CC=C(CC1(CC(=O)NC)/C=C)C=CC=N1,C=COC(=O)C=CC=CC=CC=C1C=CC=NC(C=C)(CC(=O)NC)C1,True,True
188,[C][O][C][=C][C][=C][C][=Branch1][C][=O][N][C][=C][C][Branch2][Ring1][=N][C][=N][C][=C][Branch1][=Branch1][NH1][C][=C][Ring1][Ring1][C][=Branch1][#Branch2][=C][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#C][O][C][=C][Ring2][Ring1][=Branch2],COC=CC=C1C(=O)NC=CC(C2=NC=C([NH1]C=C)C(=CC(F)(F)F)C=C2O)C=C1,C=CNC1=CN=C(C2C=CNC(=O)C(=CC=COC)C=C2)C(O)=CC1=CC(F)(F)F,True,True
189,[C][C][O][C][=C][C][=Branch1][C][=O][C][NH1][C][=C][Branch1][C][Cl][C][C][Branch1][Ring1][C][=O][=N][C][Branch1][Ring1][C][O][=C][C][=C][Branch1][C][C][C][=C][Ring1][=C][=C][C][Ring2][Ring1][=Branch1][Ring1][S],CCOC=CC(=O)C[NH1]C=C(Cl)C12C(C=O)=NC(CO)=CC=C(C)C=C1CC2,CCOC=CC(=O)CNC=C(Cl)C12CCC1=CC(C)=CC=C(CO)N=C2C=O,True,True
190,[C][C@H1][Branch2][Ring2][Branch1][C][O][C][=C][C][N][=C][Branch2][Ring1][#C][C][O][N][Branch2][Ring1][Branch1][C][=C][C][=C][Branch1][=Branch1][O][C][=C][C][C][Ring1][#Branch1][C][C][Ring1][=Branch1][=O][C][=C][N][Ring2][Ring1][C][Ring1][Branch2][=N][C][=C][Ring2][Ring1][#Branch2][C][Branch1][C][C][=O],C=[C@H1]COC1=CCN=CC2ON(C=CC=C2OC=CCC)N1,C=CCOC1=CCN=CC2ON(C=CC=C2OC=CCC)N1,True,True
191,[O][=C][Branch2][Ring2][=Branch1][C][C][N][=C][N][Branch1][#Branch2][C][C][N][=C][C][=Branch1][C][=O][C][Ring1][N][=C][Ring1][P][C][Branch1][C][Cl][=C][C][Branch1][C][C][Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][Br],O=C(CCN=CNCCN=CC(=O)C)CBr,CC(=O)C=NCCNC=NCCC(=O)CBr,True,True
192,[C][C][=C][S][C][=Branch1][C][=O][N][C][C][N][Branch1][=C][C][=C][O][C][Branch1][C][C][Branch1][C][F][F][C][=N][Ring1][#Branch1][Cl][C][=C][Ring1][=C][NH1][C][C][Ring1][Ring1][N][C][=Branch1][C][=S][C][=C][Branch1][C][F][C][=C][Ring1][Branch2],CC=CS1C(=O)NCCN1C=COC(C)(F)F,CC=C[SH]1C(=O)NCCN1C=COC(C)(F)F,True,True
193,[C][S][=Branch1][N][=N][C][=C][C][=C][Branch1][C][F][NH1][C][Branch2][Ring1][Branch1][C][N][C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch2][N][C][Branch1][C][Cl][=N][C][Branch1][C][Cl][Ring1][=Branch1][C][C][Ring1][Ring1][=C][Ring2][Ring1][=N],C1=S(=NC=CC=C(F)[NH1]CCNCC(Cl)=CC=CNC(Cl)=NCCl)CC=C1,FC(=CC=CN=[SH]1=CC=CC1)NCCNCC(Cl)=CC=CNC(Cl)=NCCl,True,True
194,[C][C][C@@H1][C][C][Branch1][C][C][C][=Branch1][C][=O][N][Ring1][#Branch2][C][C][Branch1][C][C][=C][C][Branch1][=Branch2][C@H1][C][N][N][Ring1][#Branch1][C][=C][O][C][Branch1][Ring2][C][C][Branch1][=C][C][C][Branch1][C][C][=C][Ring1][=C],C1C[C@@H1]CC(C)C(=O)N1CC(C2)=CC([C@H1]3CNN2C=C)OCCCCC(C)=C3,C=CN1CC(CN2CC[CH]CC(C)C2=O)=CC2OCCCCC(C)=C[C@@H]2CN1,True,True
195,[C][C][C][=C][Branch1][C][Br][N][=C][C][=Branch1][C][=O][O][N][C][Branch1][#Branch2][C][=Branch1][C][=O][N][=C][Ring1][#C][C][=C][C][C][Ring1][=Branch1][O][C][Ring2][Ring1][Ring1],CC1C=C(Br)N=CC(=O)ONC(C(=O)N=C1C)=CCCOC,COCCC=C1NOC(=O)C=NC(Br)=CC(C)C(C)=NC1=O,True,True
196,[C][C][Branch1][C][C][C@@H1][Branch2][Ring2][=C][C][O][C][N][=C][Ring1][#Branch1][C][=N][C][=C][C][Branch1][=C][C][=C][C][=C][C][=C][C][=C][S][=Branch1][C][=O][N][=C][Ring1][=Branch2][N][Branch1][C][C][C][Ring1][Ring1][C][=Ring1][O][C][=C][Ring2][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][O],CC(C1)[C@@H1](COCN=C1C=NC=CC(C=CC=C2C=C3C=CS(=O)N)=C2N(C)CC3C=C)C(C)(C)O,C=CC1CN(C)c2c(C=CN=CC3=NCOC[C@@H](C(C)(C)O)C(C)C3)cccc2C=C1C=CS(N)=O,True,True
197,[C][C][C][=Branch1][C][=O][N][=C][Branch1][#Branch2][C@H1][C][Branch1][C][F][Branch1][C][N][C][C][=C][C][C][C@H1][Ring1][=Branch1][N][C][=C][C][=C][C][Branch1][C][C][=C][C][Branch1][C][C][=C][Ring1][Branch1],CCC(=O)N=C([C@H1]C(F)(N)C1)C=CCC[C@H1]1NC=CC=CC(C2)=CC(C)=C2,CCC(=O)N=C1[CH]C(N)(F)C[C@H](NC=CC=CC2=CC(C)=CC2)CCC=C1,True,True
198,[C][=C][Branch1][=Branch2][C][=C][Branch2][Ring1][=Branch1][C][=S][=Branch1][C][=O][C][C][C][=C][Ring1][S][C][C][C@H1][Branch1][C][C][O][=C][C][Ring1][=Branch1][=N][C@H1][Ring2][Ring1][C][C][=C][O][C][C][Branch1][C][Cl][=C][Ring2][Ring1][=C][O][C][C],C12=C(C3=CC=S(=O)CCC=C1CC4[C@H1](C)OCC4)N[C@H1]3C=COCC(Cl)=C2OCC,CCOC1=C(Cl)COC=C[C@@H]2NC3=C1C(CC1CCO[C@H]1C)=CCC[SH](=O)=CC=C32,True,True
199,[O][C][C@@H1][C][Branch1][C][N][=C][C][C][C][=C][Branch1][Ring1][C][#N][C][Ring1][#Branch1][S][Branch1][C][Cl][=C][Ring1][O][C][C][=C][Branch1][C][Cl][C][=C][Ring1][=Branch1][C][C][=C][Ring1][=Branch2][Ring2][Ring1][Ring2],OC[C@@H1]C(N)=C1C2CC=C(C#N)C2S(Cl)=C1C34C=C(Cl)C=C3CC=C4,N#CC1=CCC2C(=C(N)[CH]CO)C(C34C=CCC3=CC(Cl)=C4)=S(Cl)C12,True,True
200,[C][=C][O][C][Branch1][=C][S][Branch1][C][C][=Branch1][C][=O][N][C][Branch1][=C][O][C][C][=C][C][=C][C][=C][C][=C][Ring1][Branch1][=C][Ring1][=Branch2][=N][C][=Branch1][C][=O][C][Ring1][O][C][=C][Ring2][Ring1][=Branch1][C][=C][C][Branch1][C][C][=C][Ring1][#C],C1=COC1(S2(C)(=O)NCOCC=CC3=C4C=C5C=C4C)NC(=O)C3C=C2C=CC(C)=C5,CC1=CC2=CC(=C3C=CCOCNS4(C)(=O)C(=CC3C(=O)NC43C=CO3)C=C1)C(C)=C2,True,True
201,[C][C][Branch1][C][C][Branch1][C][C][O][C][S][C][=Branch1][C][=O][N][Branch1][C][C][C@@][C][=C][C][Branch1][C][F][=C][Branch1][C][O][C][Ring1][Ring2][C][Ring1][N][=C][C][Branch1][C][C][=C][Ring2][Ring1][=Branch1],CC(C1)(C)OCSC(=O)N(C)[C@@]C=CC(F)=C(O)CC=CC(C)=C1,CC1=CCC(C)(C)OCSC(=O)N(C)[C]C=CC(F)=C(O)CC=C1,True,True
202,[C][C][C][O][C][C][Branch1][C][N][C][=C][C][=Ring1][=Branch2][=C][C][Branch1][#Branch2][C][C][=C][C][C][Ring1][=Branch1][C][C][C][Ring1][N][=O][C][=C][Branch1][C][C][C][Ring1][=Branch1][C][=O],CC=1COCC(N)C=C2C=1CC3(CC=CCC3CC)C2=O,CCC1CC=CCC12CC1=C(C)COCC(N)C=C1C2=O,True,True
203,[O][=C][Branch1][C][Cl][C][=C][C][=Branch1][C][=O][C][C][C][=C][C][Ring1][#Branch1][Branch1][C][C][N][=C][Ring1][=N][C][=C][Branch1][=Branch1][C][Branch1][C][C][=O][C][C][=C][C][=Branch1][C][=O][N][C][=C][C][Ring1][Branch1][Ring2][Ring1][#Branch2],O=C(Cl)C1=CC(=O)CCC=CC(C)N=CC=C(C(C)=O)CC=CC(=O)NC=CC1,CC(=O)C1=CC=NC(C)C=CCCC(=O)C=C(C(=O)Cl)CC=CNC(=O)C=CC1,True,True
204,[C][=C][C][Branch2][Ring2][#Branch2][C][=C][C][=C][C][=Branch1][C][=O][N][C][Ring1][Branch2][S][C][O][C][C][Branch1][=Branch1][C][Branch1][C][O][C][Ring1][=Branch2][C][=Branch1][C][=O][O][C][C][Branch1][C][C][N][C][=C][C][=C][Ring1][=Branch1][F][C][Ring1][#Branch2],C1=CC1(C2=CC=CC(=O)NC2SCOCC(C(O)C)C(=O)OCC(C)NC=CC=C)F,C=CC=CNC(C)COC(=O)C(COCSC1NC(=O)C=CC=C1C1(F)C=C1)C(C)O,True,True
205,[C][C][Branch1][=C][C][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][Branch2][N][C][=C][C][NH1][C][=C][Branch1][O][C][=C][C][Branch1][C][Cl][=C][C][N][=C][Ring1][#Branch1][C][=Ring1][#C][=C][C][NH1][Ring1][Branch1][C][=C][Ring1][P],C=C(C(O)C=CC=C(O)C=C)N1C=CC[NH1]C=C1C=CC(Cl)=CCN=C,C=CC(O)=CC=CC(O)C(=C)N1C=CCNC=C1C=CC(Cl)=CCN=C,True,True
206,[C][O][C][C][=Branch1][C][=O][C][=C][C][Branch2][Ring1][Ring2][C][=C][Branch1][C][I][C][=C][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][Branch1][C][C][=C][C][Branch1][Ring1][O][C][=N][Ring1][#Branch1][C][=C][Ring2][Ring1][Ring2][Cl],C1OCC(=O)C=CC1(C=C(I)C=CC(=O)OCC(C)=CC(OC)=N)Cl,COC(=N)C=C(C)COC(=O)C=CC(I)=CC1(Cl)C=CC(=O)COC1,True,True
207,[C][C][=C][Branch2][Ring2][=Branch1][N][C][=C][Branch1][C][C][=C][C][=N][Ring1][#Branch1][Branch1][N][C][=C][Branch1][C][O][C][=C][C][Branch1][=Branch1][C][C][C][Branch1][Ring2][C][S][C][C][N][Ring1][=Branch1][C][Branch1][C][Cl][Branch1][C][O][C][Ring1][P][=O],CC=C(N1C=C(C)CC=N1)CCl,CC=C(CCl)N1C=C(C)CC=N1,True,True
208,[C][S][=Branch1][C][=O][C][C][Branch2][Ring1][Ring2][O][C][C][=C][C][Branch1][C][=C][C][=C][N][=C][C][C][Ring1][=N][C][N][C][C][Branch1][=Branch2][C][=Branch1][C][=O][C][O][C][Branch1][C][F][Branch1][C][F][C][=N][Ring1][#Branch2],CS(=O)CC1(OCC=CC(C)C=CN=CCC1CNC)C(C(=O)COCF)(F)C=N,CNCC1CC=NC=CC(C)C=CCOC1(CS(C)=O)C(F)(C=N)C(=O)COCF,True,True
209,[C][O][C][=Branch1][C][=O][C][=C][N][=C][C][=N][C][=C][C][=C][Ring1][=Branch1][=C][Branch1][C][F][C][=C][Ring1][N][S][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][=C][C][Branch1][C][C][=C][Ring1][#C][Ring2][Ring1][O],COC(=O)C=CN=CC1=NC=CC=C1C2(F)C=CS(=O)C=CC=C(C)CC(C)=C2,COC(=O)C=CN=Cc1ncccc1C1(F)C=CS(=O)C=CC=C(C)CC(C)=C1,True,True
210,[C][C][Branch2][Ring2][=C][S][=Branch1][C][=O][C][C][=N][C][Branch2][Ring1][C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][S][Ring1][=Branch1][C][=C][C][#N][=C][S][C][Branch1][C][C][=C][C][=C][Ring1][=Branch1][Ring1][S][C][Ring2][Ring1][N],CC(S(=O)CC=NC(NC(=O)C1NC(=O)SC=CC)=NCS2C(C)=CC=C21)N,CC=CSC(=O)NC1C(=O)NC(N=CCS(=O)C(C)N)=NC[SH]2C(C)=CC=C12,True,True
211,[C][N][Branch1][C][N][=C][Branch2][Ring1][=C][C][Branch1][=C][N][C][C@@H1][C][C][=Branch1][C][=O][C][=C][Ring1][#Branch2][C][C][Branch1][C][N][=C][C][=C][Ring1][#C][Cl][O][C][C][Ring2][Ring1][Ring1][#Branch1][O],CN(N)C1(C2(NC[C@@H1]CC(=O)C=C1C)C(N)=CC=C2Cl)O,CC1=CC(=O)C[CH]CNC2(C(N)=CC=C2Cl)C1(O)N(C)N,True,True
212,[O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Branch1][Ring2][C][Ring1][Branch1][C][Branch1][C][O][Ring1][Branch2][C][C][N][Branch1][=Branch2][C][Ring1][S][C][C][C][Ring1][=Branch1][C][C][Ring2][Ring1][Ring1][C][=Branch1][C][=O][N][C],O1C(=O)C2=CC3=CC=C(C3)C2(O)CC4N(C1CCC4)CCC(=O)NC,CNC(=O)CCN1C2CCCC1OC(=O)C1=CC3=CC=C(C3)C1(O)C2,True,True
213,[C][C][=C][C][C][C][=C][Branch1][C][O][C][Ring1][Branch2][C][N][Branch1][#Branch2][C][O][/C][C][F][=C][/C][C][Ring1][=Branch1][C][Branch1][C][O][C][=C][Ring2][Ring1][Ring2],C1C2=CCCC=C(O)C2CN(CO/CCF)C(O)C=C1,OC1=CCCC=C2CC=CC(O)N(COCCF)CC12,True,True
214,[C][N][C][=C][C][=N][C][N][C][=C][C][Branch2][Ring2][N][O][C][=Branch1][C][=O][C][Branch1][=N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][=Branch2][C][=Branch1][C][=O][C][C][Ring1][Ring1][=C][C][Branch1][C][O][=C][Ring2][Ring1][=C][N],CN1C=CC=NCNC=CCOC(=O)C(CC2=CC=CC=C2CC(=O)CC)=CC(O)=C1N,CCC(=O)Cc1ccccc1CC1=CC(O)=C(N)N(C)C=CC=NCNC=CCOC1=O,True,True
215,[C][C][=C][C][C][Branch1][C][N][=C][C][N][C][=C][C][Branch1][=N][C][=C][Branch1][C][I][C][Ring1][=Branch1][O][C][=C][Ring1][N][C][=C][Ring1][#Branch1][O][C][C],CC=CCC(N)=CC1NC=C2C(C=C(I)C2OC=C1)C=COCC,CC=CCC(N)=CC1C=COC2C(I)=CC(C=COCC)C2=CN1,True,True
216,[C][C][Branch1][C][C][=C][Branch2][Ring1][C][O][C][=Branch1][C][=O][C][C][C@][Branch1][#Branch2][C][S][C][=C][C][C][=C][Ring1][Branch1][C][=Branch1][C][=O][C][=C][Branch1][Ring2][O][C][Cl][C][=C][Ring1][S][Ring2][Ring1][Branch2][C][Ring2][Ring1][O][=O],CC(C1)=C(OC(=O)CC[C@]C2SC3=CCC=C3)C(=O)C=C(OCCl)C=C21,CC1=C2OC(=O)CC[C]C(SC3=CCC=C3)C(=CC(OCCl)=CC2=O)C1,True,True
217,[C][C][NH1][C][=N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][Branch1][C][C][=C][S][C][=C][C][=C][Branch1][C][F][C][=C][Branch1][C][O][C][C][=C][Ring1][=Branch1][Cl][C][=C][Ring2][Ring1][O],CC[NH1]C=NC(CO)C(=O)N(C)CSC=CC=C(F)C1=C(O)CC=C1Cl,CCNC=NC(CO)C(=O)N(C)CSC=CC=C(F)C1=C(O)CC=C1Cl,True,True
218,[C][O][C][=C][Branch1][C][N][C][C][=C][C][=Branch1][C][=O][C][=C][C][=C][Ring1][=Branch1][C][C][=C][Branch1][=Branch1][C][P][C][N][=C][Ring1][=Branch2][C][=C][C][=C][Ring1][=N][N],COC=C(N)CC=CC(=O)C=CC=CCC=CCPCN=C,C=NCPCC=CCC=CC=CC(=O)C=CCC(N)=COC,True,True
219,[C][O][C][=C][C][=C][Ring1][=Branch1][N][C][=C][C][=C][C][Branch1][C][F][=C][Branch1][C][N][P][=Branch1][=Branch2][=C][C][Branch1][=Branch2][=C][=Branch1][C][=O][C][=N][Ring1][=Branch1][C][=C][Ring1][O],C1OC=CC=C1NC=CC=CC(F)=C(N)P(=C2CC(=O)C=N2)C=C,C=C[PH](C(N)=C(F)C=CC=CNC1=CC=COC1)=C1CC(=O)C=N1,True,True
220,[C][C][C][=C][C][=C][C][C@@][Branch2][Ring2][Ring1][C][F][C][C@][C][C][C][Branch2][Ring1][C][C][Branch1][=Branch1][O][C][Ring1][#Branch2][C][=C][Ring1][#C][C][C][=C][C][=Branch1][C][=O][C@@][Ring1][=N][Branch1][Ring1][C][=O][N][C][=C][C][=C][Branch1][C][F][O][Ring1][=N],CCC=CC=CC[C@@](CF)=O,CCC=CC=CCC(=O)CF,True,True
221,[C][C][=N][C][Branch1][=C][C][=Branch1][C][=O][C][Branch1][S][C][C][=C][C][Branch1][C][N][=C][C][=C][Ring1][#Branch1][Cl][C][=Branch1][C][=O][O][C][Ring1][C],CC=NC(C(=O)CCC1=CC(N)=CC=C1Cl)C=O,CC=NC(C=O)C(=O)CCc1cc(N)ccc1Cl,True,True
222,[C][N][C][=N][C][Branch1][C][C][Branch2][Ring1][O][C][C][N][Branch2][Ring1][O][C][=C][C][Branch1][C][C][=N][C][=C][Branch1][S][C][Branch1][=Branch2][C][=C][Ring1][C][Cl][C][S][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][=C][Ring2][Ring1][#Branch2],C1NC=NC(C)(CCNC=CC(C)=NC=CC(C#CCl)C)OC=CC=C1,CC(C=CNCCC1(C)N=CNCC=CC=CO1)=NC=CC(C)C#CCl,True,True
223,[C][C][Branch1][C][C][Branch1][C][O][C][C][Branch1][C][C][=O][Branch2][Ring1][Branch1][N][C][=C][Ring1][=Branch1][C][=O][C][Br][C][=Branch1][C][=O][C][=N][C][=C][C][Branch1][C][C][N][Ring1][#Branch1][C][=C][C][Branch1][Ring1][C],CC(C)(O)CC(C)=O,CC(=O)CC(C)(C)O,True,True
224,[C][C][=C][NH1][C][=Branch1][C][=O][N][C][=C][Branch1][C][Cl][C][Branch2][Ring1][=N][C][=Branch1][C][=O][N][C][=C][C][C][=C][C][Branch1][#Branch2][C][O][C][Branch1][C][Cl][=C][C][=N][Ring1][#Branch1][=N][Ring1][#C][C][=C][Ring1][S][NH1][Ring1][=Branch2][=C][Ring2][Ring1][=N],CC=C[NH1]C(=O)NC=C(Cl)C(C(=O)N1C2=CCC=CC1(COC(Cl)=CC=N)NC)=C2[NH1],CC=CNC(=O)NC=C(Cl)C1=C([NH])C2=CCC=CC(COC(Cl)=CC=N)(NC)N2C1=O,True,True
225,[C][C][Branch1][Branch2][N][C][=C][C][=Branch1][C][=O][O][C][Branch1][=C][C][N][C][Branch1][Ring1][C][#N][=C][Ring1][#Branch1][C][C][=Branch1][C][=O][N][C][=C][C][Branch1][Ring2][C][Ring1][=Branch1][C][C][C@H1][Ring1][=Branch2][C][=C][C][=C][Ring1],CC(NC=CC=O)OC1(CNC(C#N)=C1CC=O)NC=CC(C)CC[C@H1]C=CC#C,C#CC=C[CH]CCC(C)C=CNC1(OC(C)NC=CC=O)CNC(C#N)=C1CC=O,True,True
226,[N][#C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][=C][C][=C][N][=C][Branch1][#Branch2][O][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1][=C][Branch1][C][S][N][C][=Ring1][#Branch1][O],N#CCC(=O)N(C)C=CC=CN=C(OC(C)=C1C=C)C(S)NC1O,C=CC1=C(C)OC(=NC=CC=CN(C)C(=O)CC#N)C(S)NC1O,True,True
227,[C][C][=C][N][=C][Branch2][Ring2][=Branch1][C][O][C][Branch1][Branch2][O][C][C][C][C][Branch1][C][F][Branch1][C][F][C][O][C][=C][C][Branch1][=C][C][=C][Branch1][C][C][=C][C][=C][Ring1][Branch2][Cl][C][=Branch1][C][=O][O][=C][Ring2][Ring1][Branch1][Ring1][=C][C][=C][Ring2][Ring1][P][=O],C1C=CN=C(COC(OCC2CCF)(F)COC3=C4C(C=C(C)CC=C4Cl)C)OOC23C=C1O,CC1=CC(C)C(=C2OCC3(F)OCC4=NC=CCC(O)=CC2(OO4)C(CCF)CO3)C(Cl)=CC1,True,True
228,[C][C][Branch1][C][C][C][=Branch1][C][=O][N][=C][C][Branch2][Ring1][Branch2][N][C][=C][/N][C][=Branch1][Ring2][=C][N][Branch1][C][C][C@@H1][Ring1][=Branch1][C][O][C][=N][C][Ring1][Branch1][=C][Ring1][=N][C][Branch1][C][F][=C][Ring2][Ring1][Branch2],C1C(C2)C(=O)N=CC1(NC=C/N3C(=CNC)[C@@H1]3C4OC=NC4=C)C(F)=C2,C=C1N=COC1[C@H]1C(=CNC)N1C=CNC12C=NC(=O)C(CC=C1F)C2,True,True
